ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №230 ул. Р. Зорге, 45",240.66,4
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №231 ул. К. Маркса, 44",240.66,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №24 ул.Рыльского д.13,240.66,6
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №258 ул.Гафури д.50,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №500 ул.Менделеева д.128/3,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №514 ул.Первомайская д.98,240.66,5
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №55 ул.Ленина д.21,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №580 ул.Достоевского д.107,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №86 ул.Батырская д.6,240.66,6
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №224 ул. Первомайская, 23",241.70,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №229 ул.Айская д.72,241.70,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Аптека Фармленд №946 ул.Жукова д.3/1,246.14,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №234 ул. Ленина, 84",246.14,4
Вигамокс капли глазные 0.5% 5мл,"Доктор Столетов Уфа, улица Энтузиастов, 20",257.00,1
"Вигамокс капли глазные 0,5% 5мл","Доктор Столетов Уфа, улица Маршала Жукова, 37",260.00,1
"Вигамокс капли глазные 0,5% 5мл",Здравсити (Башкортостан),223.00,
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №184 ул.50 лет СССР д.50,204.00,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №300 ул. Шафиева, 28",204.00,3
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №100 ул. Транспортная, 46",223.00,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №10 ул.Вологодская д.34,204.00,6
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №205 ул.Ахметова д.297,236.67,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №205 ул.Ахметова д.297,240.66,6
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №350 ул.Дагестанская д.21,236.68,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №350 ул.Дагестанская д.21,230.99,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №103 ул. А. Королева, 2",240.66,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №112 ул.Коммунистическая д.45,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Аптека Фармленд №951 ул.Романтиков д.1,240.66,4
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №125 ул. Мубарякова, 10/1",240.66,9
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №128 ул. З. Валиди, 58",240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №175 ул. С. Перовской, 52/2",240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №23 пр.Октября 11,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №230 ул. Р. Зорге, 45",240.66,4
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №231 ул. К. Маркса, 44",240.66,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №24 ул.Рыльского д.13,240.66,6
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №258 ул.Гафури д.50,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №500 ул.Менделеева д.128/3,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №514 ул.Первомайская д.98,240.66,5
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №55 ул.Ленина д.21,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №580 ул.Достоевского д.107,240.66,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №86 ул.Батырская д.6,240.66,6
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №224 ул. Первомайская, 23",241.70,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Аптека Фармленд №946 ул.Жукова д.3/1,246.14,1
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,Фармленд №229 ул.Айская д.72,241.70,2
ВИГАМОКС 0.5% 5МЛ КАПЛИ ГЛАЗН. №1 ФЛ.,"Фармленд №234 ул. Ленина, 84",246.14,4
Вигамокс капли глазные 0.5% 5мл,"Доктор Столетов Уфа, улица Энтузиастов, 20",257.00,1
"Вигамокс капли глазные 0,5% 5мл","Доктор Столетов Уфа, улица Маршала Жукова, 37",260.00,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №55 ул.Ленина д.21,84.31,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №55 ул.Ленина д.21,86.58,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №175 ул. С. Перовской, 52/2",86.15,3
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №175 ул. С. Перовской, 52/2",88.60,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №100 ул. Транспортная, 46",95.08,3
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №100 ул. Транспортная, 46",102.32,3
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №86 ул.Батырская д.6,95.82,3
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №205 ул.Ахметова д.297,95.97,5
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Аптека Фармленд №946 ул.Жукова д.3/1,97.57,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Аптека Фармленд №946 ул.Жукова д.3/1,98.17,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №24 ул.Рыльского д.13,98.46,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №24 ул.Рыльского д.13,101.40,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №24 ул.Рыльского д.13,102.18,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №300 ул. Шафиева, 28",97.98,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №230 ул. Р. Зорге, 45",99.08,3
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №231 ул. К. Маркса, 44",99.17,2
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №258 ул.Гафури д.50,99.17,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Аптека Фармленд №951 ул.Романтиков д.1,99.18,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №514 ул.Первомайская д.98,99.18,3
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №514 ул.Первомайская д.98,102.01,2
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №350 ул.Дагестанская д.21,99.35,2
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №224 ул. Первомайская, 23",99.99,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Аптека Фармленд №111 ул.Цурюпа 79б,100.07,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Аптека Фармленд №111 ул.Цурюпа 79б,102.54,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №97 ул. Ухтомского, 17",100.51,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №23 пр.Октября 11,100.68,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №103 ул. А. Королева, 2",102.01,4
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №125 ул. Мубарякова, 10/1",102.01,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,"Фармленд №128 ул. З. Валиди, 58",102.01,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №184 ул.50 лет СССР д.50,102.01,2
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №500 ул.Менделеева д.128/3,102.01,1
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №229 ул.Айская д.72,102.03,4
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №10 ул.Вологодская д.34,102.60,9
АМОКСИЦИЛЛИН 50МГ/МЛ 100МЛ ГРАН.Д/СУСП.Д/ПР.ВНУТР.,Фармленд №256 пр-кт Октября д.106,102.76,2
