Electroneum,$0.003627,ETN,https://coinmarketcap.com/currencies/electroneum/
STASIS EURO,$1.12,EURS,https://coinmarketcap.com/currencies/stasis-euro/
RIF Token,$0.062287,RIF,https://coinmarketcap.com/currencies/rif-token/
Status,$0.009436,SNT,https://coinmarketcap.com/currencies/status/
Nash Exchange,$0.894810,NEX,https://coinmarketcap.com/currencies/nash-exchange/
SOLVE,$0.098853,SOLVE,https://coinmarketcap.com/currencies/solve/
Digitex Futures,$0.041028,DGTX,https://coinmarketcap.com/currencies/digitex-futures/
Ren,$0.038533,REN,https://coinmarketcap.com/currencies/ren/
Bitcoin,$7569.73,BTC,https://coinmarketcap.com/currencies/bitcoin/
Ethereum,$141.67,ETH,https://coinmarketcap.com/currencies/ethereum/
XRP,$0.217773,XRP,https://coinmarketcap.com/currencies/xrp/
Bitcoin Cash,$235.82,BCH,https://coinmarketcap.com/currencies/bitcoin-cash/
Tether,$1.00,USDT,https://coinmarketcap.com/currencies/tether/
Litecoin,$45.06,LTC,https://coinmarketcap.com/currencies/litecoin/
EOS,$2.80,EOS,https://coinmarketcap.com/currencies/eos/
Binance Coin,$14.69,BNB,https://coinmarketcap.com/currencies/binance-coin/
Bitcoin SV,$115.77,BSV,https://coinmarketcap.com/currencies/bitcoin-sv/
Stellar,$0.048847,XLM,https://coinmarketcap.com/currencies/stellar/
Monero,$55.95,XMR,https://coinmarketcap.com/currencies/monero/
TRON,$0.014260,TRX,https://coinmarketcap.com/currencies/tron/
Cardano,$0.036095,ADA,https://coinmarketcap.com/currencies/cardano/
Tezos,$1.32,XTZ,https://coinmarketcap.com/currencies/tezos/
UNUS SED LEO,$0.868399,LEO,https://coinmarketcap.com/currencies/unus-sed-leo/
Cosmos,$4.17,ATOM,https://coinmarketcap.com/currencies/cosmos/
Huobi Token,$2.98,HT,https://coinmarketcap.com/currencies/huobi-token/
Neo,$9.66,NEO,https://coinmarketcap.com/currencies/neo/
Chainlink,$1.90,LINK,https://coinmarketcap.com/currencies/chainlink/
Ethereum Classic,$4.94,ETC,https://coinmarketcap.com/currencies/ethereum-classic/
HedgeTrade,$1.84,HEDG,https://coinmarketcap.com/currencies/hedgetrade/
Dash,$55.84,DASH,https://coinmarketcap.com/currencies/dash/
USD Coin,$1.01,USDC,https://coinmarketcap.com/currencies/usd-coin/
IOTA,$0.180845,MIOTA,https://coinmarketcap.com/currencies/iota/
Maker,$461.28,MKR,https://coinmarketcap.com/currencies/maker/
Crypto.com Coin,$0.035797,CRO,https://coinmarketcap.com/currencies/crypto-com-coin/
Ontology,$0.570235,ONT,https://coinmarketcap.com/currencies/ontology/
VeChain,$0.005657,VET,https://coinmarketcap.com/currencies/vechain/
NEM,$0.033534,XEM,https://coinmarketcap.com/currencies/nem/
Dogecoin,$0.002431,DOGE,https://coinmarketcap.com/currencies/dogecoin/
Zcash,$32.25,ZEC,https://coinmarketcap.com/currencies/zcash/
Basic Attention Token,$0.191368,BAT,https://coinmarketcap.com/currencies/basic-attention-token/
Paxos Standard,$1.00,PAX,https://coinmarketcap.com/currencies/paxos-standard/
FTX Token,$2.15,FTT,https://coinmarketcap.com/currencies/ftx-token/
Decred,$18.12,DCR,https://coinmarketcap.com/currencies/decred/
Qtum,$1.70,QTUM,https://coinmarketcap.com/currencies/qtum/
TrueUSD,$1.01,TUSD,https://coinmarketcap.com/currencies/trueusd/
Synthetix Network Token,$0.852142,SNX,https://coinmarketcap.com/currencies/synthetix-network-token/
Ravencoin,$0.023737,RVN,https://coinmarketcap.com/currencies/ravencoin/
Algorand,$0.242784,ALGO,https://coinmarketcap.com/currencies/algorand/
0x,$0.194802,ZRX,https://coinmarketcap.com/currencies/0x/
Holo,$0.000694,HOT,https://coinmarketcap.com/currencies/holo/
OKB,$2.78,OKB,https://coinmarketcap.com/currencies/okb/
Augur,$9.62,REP,https://coinmarketcap.com/currencies/augur/
Seele,$0.139831,SEELE,https://coinmarketcap.com/currencies/seele/
Bitcoin Gold,$5.58,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/
OmiseGO,$0.669626,OMG,https://coinmarketcap.com/currencies/omisego/
Centrality,$0.087043,CENNZ,https://coinmarketcap.com/currencies/centrality/
Nano,$0.688130,NANO,https://coinmarketcap.com/currencies/nano/
ZB Token,$0.197891,ZB,https://coinmarketcap.com/currencies/zb-token/
Waves,$0.906251,WAVES,https://coinmarketcap.com/currencies/waves/
Swipe,$1.47,SXP,https://coinmarketcap.com/currencies/swipe/
KuCoin Shares,$1.09,KCS,https://coinmarketcap.com/currencies/kucoin-shares/
THETA,$0.098840,THETA,https://coinmarketcap.com/currencies/theta/
Molecular Future,$1.82,MOF,https://coinmarketcap.com/currencies/molecular-future/
DigiByte,$0.005614,DGB,https://coinmarketcap.com/currencies/digibyte/
Lisk,$0.578482,LSK,https://coinmarketcap.com/currencies/lisk/
MCO,$4.36,MCO,https://coinmarketcap.com/currencies/crypto-com/
Bytom,$0.068642,BTM,https://coinmarketcap.com/currencies/bytom/
Komodo,$0.566586,KMD,https://coinmarketcap.com/currencies/komodo/
ABBC Coin,$0.119623,ABBC,https://coinmarketcap.com/currencies/abbc-coin/
LUNA,$0.230477,LUNA,https://coinmarketcap.com/currencies/luna/
BitTorrent,$0.000302,BTT,https://coinmarketcap.com/currencies/bittorrent/
Nexo,$0.112894,NEXO,https://coinmarketcap.com/currencies/nexo/
ICON,$0.120366,ICX,https://coinmarketcap.com/currencies/icon/
Bitcoin Diamond,$0.330276,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond/
IOST,$0.005056,IOST,https://coinmarketcap.com/currencies/iostoken/
Horizen,$7.45,ZEN,https://coinmarketcap.com/currencies/horizen/
Enjin Coin,$0.076541,ENJ,https://coinmarketcap.com/currencies/enjin-coin/
Siacoin,$0.001375,SC,https://coinmarketcap.com/currencies/siacoin/
Verge,$0.003547,XVG,https://coinmarketcap.com/currencies/verge/
V Systems,$0.029702,VSYS,https://coinmarketcap.com/currencies/v-systems/
MonaCoin,$0.846950,MONA,https://coinmarketcap.com/currencies/monacoin/
Bytecoin,$0.000295,BCN,https://coinmarketcap.com/currencies/bytecoin-bcn/
Energi,$2.12,NRG,https://coinmarketcap.com/currencies/energi/
HyperCash,$1.14,HC,https://coinmarketcap.com/currencies/hypercash/
DxChain Token,$0.000946,DX,https://coinmarketcap.com/currencies/dxchain-token/
Zilliqa,$0.004787,ZIL,https://coinmarketcap.com/currencies/zilliqa/
BitShares,$0.016639,BTS,https://coinmarketcap.com/currencies/bitshares/
Steem,$0.123675,STEEM,https://coinmarketcap.com/currencies/steem/
Quant,$3.50,QNT,https://coinmarketcap.com/currencies/quant/
BlockStamp,$1.60,BST,https://coinmarketcap.com/currencies/blockstamp/
Ardor,$0.040674,ARDR,https://coinmarketcap.com/currencies/ardor/
Aeternity,$0.134869,AE,https://coinmarketcap.com/currencies/aeternity/
Matic Network,$0.015478,MATIC,https://coinmarketcap.com/currencies/matic-network/
MaidSafeCoin,$0.086825,MAID,https://coinmarketcap.com/currencies/maidsafecoin/
Decentraland,$0.036344,MANA,https://coinmarketcap.com/currencies/decentraland/
Kyber Network,$0.224129,KNC,https://coinmarketcap.com/currencies/kyber-network/
Silverway,$0.376893,SLV,https://coinmarketcap.com/currencies/silverway/
Crypterium,$0.373995,CRPT,https://coinmarketcap.com/currencies/crpt/
Single Collateral DAI ,$1.00,SAI,https://coinmarketcap.com/currencies/single-collateral-dai/
DigixDAO,$18.47,DGD,https://coinmarketcap.com/currencies/digixdao/
Electroneum,$0.003627,ETN,https://coinmarketcap.com/currencies/electroneum/
STASIS EURO,$1.12,EURS,https://coinmarketcap.com/currencies/stasis-euro/
RIF Token,$0.062287,RIF,https://coinmarketcap.com/currencies/rif-token/
Status,$0.009436,SNT,https://coinmarketcap.com/currencies/status/
Nash Exchange,$0.894810,NEX,https://coinmarketcap.com/currencies/nash-exchange/
SOLVE,$0.098853,SOLVE,https://coinmarketcap.com/currencies/solve/
Digitex Futures,$0.041028,DGTX,https://coinmarketcap.com/currencies/digitex-futures/
Ren,$0.038533,REN,https://coinmarketcap.com/currencies/ren/
iExec RLC,$0.394570,RLC,https://coinmarketcap.com/currencies/rlc/
TomoChain,$0.448743,TOMO,https://coinmarketcap.com/currencies/tomochain/
Stratis,$0.311367,STRAT,https://coinmarketcap.com/currencies/stratis/
Enigma,$0.412651,ENG,https://coinmarketcap.com/currencies/enigma/
Beam,$0.579493,BEAM,https://coinmarketcap.com/currencies/beam/
Zcoin,$3.32,XZC,https://coinmarketcap.com/currencies/zcoin/
Metaverse ETP,$0.393549,ETP,https://coinmarketcap.com/currencies/metaverse/
Aidos Kuneen,$1.21,ADK,https://coinmarketcap.com/currencies/aidos-kuneen/
EDUCare,$0.030222,EKT,https://coinmarketcap.com/currencies/educare/
aelf,$0.055224,ELF,https://coinmarketcap.com/currencies/aelf/
Grin,$0.981696,GRIN,https://coinmarketcap.com/currencies/grin/
Pundi X,$0.000127,NPXS,https://coinmarketcap.com/currencies/pundi-x/
Golem,$0.029465,GNT,https://coinmarketcap.com/currencies/golem-network-tokens/
Chiliz,$0.007625,CHZ,https://coinmarketcap.com/currencies/chiliz/
Huobi Pool Token,$0.005610,HPT,https://coinmarketcap.com/currencies/huobi-pool-token/
Newton,$0.002259,NEW,https://coinmarketcap.com/currencies/newton/
Elastos,$1.57,ELA,https://coinmarketcap.com/currencies/elastos/
Binance USD,$1.00,BUSD,https://coinmarketcap.com/currencies/binance-usd/
Fetch.ai,$0.039627,FET,https://coinmarketcap.com/currencies/fetch/
GXChain,$0.395360,GXC,https://coinmarketcap.com/currencies/gxchain/
Ripio Credit Network,$0.044819,RCN,https://coinmarketcap.com/currencies/ripio-credit-network/
Bread,$0.257115,BRD,https://coinmarketcap.com/currencies/bread/
Hedera Hashgraph,$0.011549,HBAR,https://coinmarketcap.com/currencies/hedera-hashgraph/
KickToken,$0.000068,KICK,https://coinmarketcap.com/currencies/kick-token/
Aion,$0.060568,AION,https://coinmarketcap.com/currencies/aion/
WaykiChain,$0.115979,WICC,https://coinmarketcap.com/currencies/waykichain/
Thunder Token,$0.007435,TT,https://coinmarketcap.com/currencies/thunder-token/
XMax,$0.001179,XMX,https://coinmarketcap.com/currencies/xmax/
Loopring,$0.022397,LRC,https://coinmarketcap.com/currencies/loopring/
Hyperion,$0.065880,HYN,https://coinmarketcap.com/currencies/hyperion/
FunFair,$0.003169,FUN,https://coinmarketcap.com/currencies/funfair/
Lambda,$0.028786,LAMB,https://coinmarketcap.com/currencies/lambda/
Nebulas,$0.381065,NAS,https://coinmarketcap.com/currencies/nebulas-token/
Tierion,$0.046008,TNT,https://coinmarketcap.com/currencies/tierion/
ReddCoin,$0.000682,RDD,https://coinmarketcap.com/currencies/reddcoin/
Populous,$0.368580,PPT,https://coinmarketcap.com/currencies/populous/
IoTeX,$0.003626,IOTX,https://coinmarketcap.com/currencies/iotex/
Fantom,$0.010690,FTM,https://coinmarketcap.com/currencies/fantom/
Wanchain,$0.179237,WAN,https://coinmarketcap.com/currencies/wanchain/
ILCoin,$0.054765,ILC,https://coinmarketcap.com/currencies/ilcoin/
Revain,$0.038632,R,https://coinmarketcap.com/currencies/revain/
WINk,$0.000095,WIN,https://coinmarketcap.com/currencies/wink-tronbet/
TrueChain,$0.233888,TRUE,https://coinmarketcap.com/currencies/truechain/
Diamond Platform Token,$12.08,DPT,https://coinmarketcap.com/currencies/diamond-platform-token/
NULS,$0.240774,NULS,https://coinmarketcap.com/currencies/nuls/
Divi,$0.012255,DIVI,https://coinmarketcap.com/currencies/divi/
Factom,$2.00,FCT,https://coinmarketcap.com/currencies/factom/
Ark,$0.149697,ARK,https://coinmarketcap.com/currencies/ark/
Gatechain Token,$0.382183,GT,https://coinmarketcap.com/currencies/gatechain-token/
Aave,$0.015405,LEND,https://coinmarketcap.com/currencies/aave/
WAX,$0.017430,WAXP,https://coinmarketcap.com/currencies/wax/
GoChain,$0.019417,GO,https://coinmarketcap.com/currencies/gochain/
Ignis,$0.022439,IGNIS,https://coinmarketcap.com/currencies/ignis/
YOU COIN,$0.038070,YOU,https://coinmarketcap.com/currencies/you-coin/
Loki,$0.372634,LOKI,https://coinmarketcap.com/currencies/loki/
MX Token,$0.079898,MX,https://coinmarketcap.com/currencies/mx-token/
Loom Network,$0.017232,LOOM,https://coinmarketcap.com/currencies/loom-network/
QASH,$0.047278,QASH,https://coinmarketcap.com/currencies/qash/
BHPCoin,$0.813536,BHP,https://coinmarketcap.com/currencies/bhp-coin/
Waltonchain,$0.379237,WTC,https://coinmarketcap.com/currencies/waltonchain/
Harmony,$0.004733,ONE,https://coinmarketcap.com/currencies/harmony/
EDC Blockchain,$0.006057,EDC,https://coinmarketcap.com/currencies/edc-blockchain/
Dragon Coins,$0.045985,DRG,https://coinmarketcap.com/currencies/dragon-coins/
Power Ledger,$0.037407,POWR,https://coinmarketcap.com/currencies/power-ledger/
Bancor,$0.227117,BNT,https://coinmarketcap.com/currencies/bancor/
Numeraire,$6.65,NMR,https://coinmarketcap.com/currencies/numeraire/
Storj,$0.107396,STORJ,https://coinmarketcap.com/currencies/storj/
Wirex Token,$0.009638,WXT,https://coinmarketcap.com/currencies/wirex-token/
Telcoin,$0.000347,TEL,https://coinmarketcap.com/currencies/telcoin/
NPCoin,$0.192045,NPC,https://coinmarketcap.com/currencies/npcoin/
PIVX,$0.242060,PIVX,https://coinmarketcap.com/currencies/pivx/
Metal,$0.233626,MTL,https://coinmarketcap.com/currencies/metal/
Civic,$0.019974,CVC,https://coinmarketcap.com/currencies/civic/
Aragon,$0.420991,ANT,https://coinmarketcap.com/currencies/aragon/
Santiment Network Token,$0.209295,SAN,https://coinmarketcap.com/currencies/santiment/
Robotina,$0.042932,ROX,https://coinmarketcap.com/currencies/robotina/
Celer Network,$0.003575,CELR,https://coinmarketcap.com/currencies/celer-network/
Credits,$0.069585,CS,https://coinmarketcap.com/currencies/credits/
Cred,$0.020262,LBA,https://coinmarketcap.com/currencies/libra-credit/
Dent,$0.000164,DENT,https://coinmarketcap.com/currencies/dent/
Groestlcoin,$0.173238,GRS,https://coinmarketcap.com/currencies/groestlcoin/
Gnosis,$11.52,GNO,https://coinmarketcap.com/currencies/gnosis-gno/
Dentacoin,$0.000027,DCN,https://coinmarketcap.com/currencies/dentacoin/
Constellation,$0.012604,DAG,https://coinmarketcap.com/currencies/constellation/
Project Pai,$0.008556,PAI,https://coinmarketcap.com/currencies/project-pai/
BHEX Token,$0.025072,BHT,https://coinmarketcap.com/currencies/bhex-token/
DEX,$0.064611,DEX,https://coinmarketcap.com/currencies/dex/
Syscoin,$0.021505,SYS,https://coinmarketcap.com/currencies/syscoin/
Ocean Protocol,$0.035334,OCEAN,https://coinmarketcap.com/currencies/ocean-protocol/
Nexus,$0.190062,NXS,https://coinmarketcap.com/currencies/nexus/
Cindicator,$0.006142,CND,https://coinmarketcap.com/currencies/cindicator/
BitKan,$0.001851,KAN,https://coinmarketcap.com/currencies/bitkan/
Arcblock,$0.114162,ABT,https://coinmarketcap.com/currencies/arcblock/
Orbs,$0.005546,ORBS,https://coinmarketcap.com/currencies/orbs/
THORChain,$0.090969,RUNE,https://coinmarketcap.com/currencies/thorchain/
MediBloc [ERC20],$0.003219,MEDX,https://coinmarketcap.com/currencies/medx/
Elrond,$0.001650,ERD,https://coinmarketcap.com/currencies/elrond/
Aurora,$0.001648,AOA,https://coinmarketcap.com/currencies/aurora/
ZTCoin,$0.038846,ZT,https://coinmarketcap.com/currencies/ztcoin/
B2BX,$0.545624,B2B,https://coinmarketcap.com/currencies/b2bx/
999,$2.98,999,https://coinmarketcap.com/currencies/999-coin/
MINDOL,$2.75,MIN,https://coinmarketcap.com/currencies/mindol/
INO COIN,$1.36,INO,https://coinmarketcap.com/currencies/ino-coin/
Insight Chain,$0.458514,INB,https://coinmarketcap.com/currencies/insight-chain/
PRIZM,$0.284453,PZM,https://coinmarketcap.com/currencies/prizm/
ThoreCoin,$1465.06,THR,https://coinmarketcap.com/currencies/thorecoin/
ThoreNext,$5.70,THX,https://coinmarketcap.com/currencies/thorenext/
Cryptonex,$2.00,CNX,https://coinmarketcap.com/currencies/cryptonex/
Beldex,$0.104075,BDX,https://coinmarketcap.com/currencies/beldex/
UNI COIN,$1.41,UNI,https://coinmarketcap.com/currencies/uni-coin/
Mixin,$178.73,XIN,https://coinmarketcap.com/currencies/mixin/
Karatgold Coin,$0.020453,KBC,https://coinmarketcap.com/currencies/karatgold-coin/
Counos Coin,$4.70,CCA,https://coinmarketcap.com/currencies/counos-coin/
Dimension Chain,$0.276711,EON,https://coinmarketcap.com/currencies/dimension-chain/
1irstcoin,$1.66,FST,https://coinmarketcap.com/currencies/1irstcoin/
GAPS,$6.30,GAP,https://coinmarketcap.com/currencies/gaps/
FABRK,$0.012283,FAB,https://coinmarketcap.com/currencies/fabrk/
Flexacoin,$0.002164,FXC,https://coinmarketcap.com/currencies/flexacoin/
Breezecoin,$0.560557,BRZE,https://coinmarketcap.com/currencies/breezecoin/
CasinoCoin,$0.001379,CSC,https://coinmarketcap.com/currencies/casinocoin/
Bitbook Gambling,$0.139641,BXK,https://coinmarketcap.com/currencies/bitbook-gambling/
Noah Coin,$0.001533,NOAH,https://coinmarketcap.com/currencies/noah-coin/
MineBee,$0.027026,MB,https://coinmarketcap.com/currencies/minebee/
botXcoin,$0.028525,BOTX,https://coinmarketcap.com/currencies/botxcoin/
ETERNAL TOKEN,$0.479157,XET,https://coinmarketcap.com/currencies/eternal-token/
QCash,$0.144446,QC,https://coinmarketcap.com/currencies/qcash/
Joule,$0.037850,JUL,https://coinmarketcap.com/currencies/joule/
Buggyra Coin Zero,$0.017555,BCZERO,https://coinmarketcap.com/currencies/buggyra-coin-zero/
LATOKEN,$0.091710,LA,https://coinmarketcap.com/currencies/latoken/
Cryptoindex.com 100,$0.551311,CIX100,https://coinmarketcap.com/currencies/cryptoindex-com-100/
Bankera,$0.001371,BNK,https://coinmarketcap.com/currencies/bankera/
BitMax Token,$0.050527,BTMX,https://coinmarketcap.com/currencies/bitmax-token/
BitForex Token,$0.007728,BF,https://coinmarketcap.com/currencies/bitforex-token/
NEXT,$0.787548,NET,https://coinmarketcap.com/currencies/next/
Bitcoin 2,$1.78,BTC2,https://coinmarketcap.com/currencies/bitcoin2/
Dynamic Trading Rights,$0.019660,DTR,https://coinmarketcap.com/currencies/dynamic-trading-rights/
Ecoreal Estate,$0.141713,ECOREAL,https://coinmarketcap.com/currencies/ecoreal-estate/
USDK,$1.00,USDK,https://coinmarketcap.com/currencies/usdk/
PLATINCOIN,$5.33,PLC,https://coinmarketcap.com/currencies/platincoin/
Velas,$0.020038,VLX,https://coinmarketcap.com/currencies/velas/
Clipper Coin,$0.008456,CCC,https://coinmarketcap.com/currencies/clipper-coin/
AgaveCoin,$0.059618,AGVC,https://coinmarketcap.com/currencies/agavecoin/
Bit-Z Token,$0.177350,BZ,https://coinmarketcap.com/currencies/bit-z-token/
VestChain,$0.003212,VEST,https://coinmarketcap.com/currencies/vestchain/
Jewel,$0.408990,JWL,https://coinmarketcap.com/currencies/jewel/
Qubitica,$27.35,QBIT,https://coinmarketcap.com/currencies/qubitica/
Tratin,$0.000187,TRAT,https://coinmarketcap.com/currencies/tratin/
CryptoVerificationCoin,$34.15,CVCC,https://coinmarketcap.com/currencies/cryptoverificationcoin/
Everus,$0.042839,EVR,https://coinmarketcap.com/currencies/everus/
Veritaseum,$8.76,VERI,https://coinmarketcap.com/currencies/veritaseum/
BitcoinHD,$3.32,BHD,https://coinmarketcap.com/currencies/bitcoinhd/
General Attention Currency,$1.85,XAC,https://coinmarketcap.com/currencies/general-attention-currency/
Spectre.ai Dividend Token,$0.217831,SXDT,https://coinmarketcap.com/currencies/spectre-dividend/
LuckySevenToken,$0.260047,LST,https://coinmarketcap.com/currencies/luckyseventoken/
Poseidon Network,$0.007625,QQQ,https://coinmarketcap.com/currencies/poseidon-network/
Ultiledger,$0.025408,ULT,https://coinmarketcap.com/currencies/ultiledger/
CRYPTO20,$0.389814,C20,https://coinmarketcap.com/currencies/c20/
MOAC,$0.239811,MOAC,https://coinmarketcap.com/currencies/moac/
GNY,$0.076108,GNY,https://coinmarketcap.com/currencies/gny/
PAX Gold,$1545.06,PAXG,https://coinmarketcap.com/currencies/pax-gold/
Vitae,$0.665082,VITAE,https://coinmarketcap.com/currencies/vitae/
Telos,$0.054333,TLOS,https://coinmarketcap.com/currencies/telos/
Emirex Token,$0.506589,EMRX,https://coinmarketcap.com/currencies/emirex-token/
CoinEx Token,$0.013970,CET,https://coinmarketcap.com/currencies/coinex-token/
Envion,$0.091959,EVN,https://coinmarketcap.com/currencies/envion/
MEXC Token,$0.012731,MEXC,https://coinmarketcap.com/currencies/mexc-token/
Obyte,$15.48,GBYTE,https://coinmarketcap.com/currencies/obyte/
